2619,0
1248,1
2287,0
1144,1
1890,1
791,1
3112,0
967,1
3318,0
3533,1
2253,0
2642,0
1797,0
467,1
363,1
2635,0
126,1
549,1
647,1
2238,0
2308,0
528,1
3275,0
1253,1
1670,0
1510,0
1426,0
1381,1
1181,1
634,1
2136,0
3164,0
2466,0
1175,1
1942,0
1136,1
1665,0
2718,0
868,1
406,1
3443,0
2333,0
2436,0
960,1
513,1
2015,0
1903,0
1436,1
1433,1
909,1
3041,0
641,0
3300,0
845,0
207,1
1275,1
260,1
733,1
87,0
570,1
23,1
872,1
375,1
3373,1
914,1
2478,0
1905,0
1365,0
3068,0
2260,0
1053,0
613,1
1820,0
516,0
3353,1
3398,0
2440,0
3120,0
694,1
8,1
3284,0
1567,0
1713,0
1548,0
3326,0
3475,0
261,1
3195,0
169,1
986,0
1448,1
904,0
3359,0
938,1
1848,0
2034,0
2517,0
2179,0
755,1
893,1
2339,0
919,1
2064,0
3650,0
3407,0
854,1
3409,0
828,1
1125,1
2214,0
1606,0
2371,1
3619,0
1179,1
1399,0
1287,1
337,1
2621,0
1871,0
808,1
668,1
2341,0
2267,0
3618,0
2688,0
1826,0
1545,0
2292,0
3640,0
3115,0
1162,1
219,1
2126,0
2914,0
2250,0
1492,0
512,1
1667,0
62,1
2837,0
2256,0
3240,0
1065,1
3471,0
3137,0
1859,1
2108,0
1455,1
708,1
1315,1
1733,0
35,1
951,1
1970,0
103,1
2805,0
2160,0
835,1
3320,0
2438,0
802,1
276,1
1044,1
1934,0
3484,1
309,0
420,1
125,1
1293,1
989,1
2548,0
1974,0
3110,0
1281,0
390,1
2462,0
3565,1
1708,0
1089,0
1017,1
535,1
3222,0
1534,0
3613,0
901,1
633,0
2952,0
1073,1
3243,0
2955,0
983,1
3056,0
1958,0
3264,0
3405,0
2376,0
3245,0
1967,0
3647,0
3498,0
1308,1
2017,0
2139,0
3239,0
2789,0
340,1
596,1
1487,0
3074,0
3305,0
718,1
2014,0
3595,0
417,1
2121,0
2974,0
2441,0
2891,0
1254,1
1245,1
1786,0
1333,0
2697,0
3637,0
1547,0
1527,0
531,1
387,1
254,1
1790,0
1133,1
1389,1
536,1
2321,0
1026,1
414,1
3543,0
2991,0
2781,0
2047,0
1743,0
2565,0
293,0
1048,0
1272,1
759,1
283,1
2656,0
1343,1
325,1
2557,0
1976,0
978,1
405,1
1881,0
954,1
1630,0
1755,0
3501,0
1159,1
2786,0
3453,0
1931,0
1706,0
2220,0
3118,0
3292,0
1722,0
1660,0
2661,0
1847,0
3009,0
3635,0
992,1
456,1
2660,0
2566,0
2521,0
1590,0
1345,0
3293,0
1444,1
701,0
2774,0
1834,0
1401,0
3030,0
2824,0
2099,0
2680,0
1380,0
1425,1
1651,0
2120,0
3526,0
2937,0
1731,0
2606,0
210,1
3516,0
3105,1
965,1
3667,0
3093,0
2490,0
2972,0
2350,1
2131,0
2553,0
3165,0
9,1
250,1
3092,0
2855,0
3466,0
2654,0
384,0
3651,0
1610,0
69,1
506,1
774,0
3075,0
178,1
800,1
2319,0
3406,0
1925,0
2375,0
1804,1
2898,0
3608,0
2980,0
3032,0
3387,0
3332,0
556,1
740,1
306,0
1802,0
3190,0
2175,0
2762,0
1378,1
2052,0
1235,0
2065,0
1516,0
3127,0
1024,1
2303,0
2670,1
706,1
2807,0
599,0
3274,0
797,1
1979,0
1504,0
3342,0
3442,0
781,1
426,1
698,0
109,1
2295,1
2542,0
1617,0
