3294,0
3199,1
2288,0
1440,1
478,0
1517,0
3395,1
1681,0
779,0
673,1
1966,1
560,1
447,0
2090,0
2535,0
1183,1
728,0
3494,1
303,1
716,0
2374,0
3143,0
246,0
462,1
1331,1
1711,1
1428,0
3148,0
1720,0
1148,1
2457,0
890,1
2556,0
3285,0
2973,0
381,1
3363,1
3586,0
1742,0
918,0
18,0
1282,1
772,0
2820,1
1926,1
2302,0
2044,0
3071,0
1920,0
3055,0
492,0
2331,0
2620,0
2418,0
2939,0
1112,1
2144,0
2318,1
1716,0
344,1
1865,0
3262,1
3564,0
2957,0
263,1
3614,1
1620,0
784,1
2030,0
557,1
472,1
2051,0
3202,0
2274,0
2416,0
222,1
1736,1
796,1
322,1
2857,0
1898,0
2208,0
3367,0
336,1
2359,1
2419,0
2591,0
95,1
2776,0
709,0
2009,0
2183,0
3333,0
2926,0
53,1
915,1
1806,0
3289,0
2826,0
3298,0
1595,1
1511,0
2559,0
979,0
2886,0
2765,0
2105,0
2495,1
1137,1
3386,1
2068,0
286,1
491,1
616,0
3670,0
1528,1
1921,1
777,0
1697,0
3510,0
2704,0
2562,1
3537,0
1762,1
529,1
3538,0
1116,1
1858,0
2270,0
3297,0
3626,0
767,1
2685,1
617,0
2155,0
637,0
348,1
3177,0
3500,1
2424,0
3573,0
1993,0
1768,1
3147,0
2978,0
2925,0
1387,1
2037,0
1928,0
1241,0
247,0
2125,1
3103,0
1556,0
2894,0
1721,0
89,1
281,0
2968,0
2368,0
3345,0
1251,1
1635,0
1196,1
1273,1
991,1
2425,0
505,1
3488,0
1792,0
1288,0
1467,1
715,0
2345,0
2526,0
157,1
137,1
2353,0
830,1
2756,0
1601,1
1482,0
2502,0
2716,0
1724,0
452,1
693,1
2149,0
1582,1
921,1
302,1
2883,0
3171,0
3175,0
2764,1
2196,0
541,1
1498,0
1157,0
3052,0
739,1
170,1
3094,0
108,1
2373,0
3583,1
3532,0
807,1
1417,1
334,1
81,0
1348,1
1980,0
3476,1
3540,1
3444,0
642,1
2085,0
1156,1
2148,0
1832,0
3130,0
1008,0
3361,0
2445,0
942,1
3089,0
710,0
1271,1
2455,1
3535,1
697,1
168,1
2690,0
88,1
2066,0
79,1
481,1
2927,0
3338,0
118,1
691,1
719,1
1395,1
1199,1
3138,0
3273,0
1911,0
1424,1
1158,1
912,0
3369,0
2934,0
1322,1
539,1
2695,0
457,1
3504,0
1155,1
1614,1
1546,0
524,0
2733,0
1579,1
1883,0
1962,1
3568,0
1166,0
2382,0
3007,0
2122,0
3232,0
2344,0
2603,0
55,1
1052,1
3522,0
2470,1
548,1
1427,1
1373,1
1489,0
1717,1
1586,0
3302,0
3507,0
2777,1
1352,0
1752,0
558,1
248,1
1639,1
3431,1
2282,0
2446,0
1186,1
841,1
2211,0
332,1
1338,1
3531,0
2010,0
2394,0
1067,1
2988,1
228,1
2827,0
2954,0
3028,0
2893,0
2092,0
850,1
117,1
862,1
1474,0
182,1
2726,0
3584,0
1679,0
1097,1
939,1
1000,0
2916,0
3679,0
1842,0
73,0
778,1
3358,0
2040,0
487,1
3662,0
2217,0
897,1
585,1
2012,0
1185,0
3026,0
3312,1
2623,0
1302,1
2655,0
644,1
191,1
1805,0
2227,0
2129,0
1463,1
2849,0
291,0
1613,0
639,0
3429,0
3291,1
3022,0
2901,0
2269,0
2142,0
2508,1
2086,0
1035,1
976,0
1240,1
2329,0
2711,0
1439,1
1383,1
2299,0
3015,0
