3503,0
2545,0
1113,1
2123,0
761,1
705,1
2803,0
2799,0
1244,0
1284,0
3021,0
3167,0
971,1
1855,0
2560,0
2596,0
683,1
362,1
166,1
717,1
3603,0
2880,0
1201,1
1172,1
997,1
723,1
3286,0
3424,0
2848,0
2996,0
3067,0
702,1
3452,0
1846,0
1020,1
2268,1
857,0
610,1
409,1
2833,0
861,1
955,1
190,0
1006,1
865,1
2161,1
2648,0
2612,0
350,0
832,1
131,1
1749,0
1963,0
2197,0
2234,0
1622,1
3002,0
2459,0
256,1
2263,0
3017,0
171,1
671,1
1471,1
2322,0
328,1
1462,1
2533,0
551,1
2379,0
2844,1
3324,0
1868,0
1972,0
271,1
3150,0
2871,0
223,1
2174,1
385,1
972,1
2609,0
2962,1
1200,0
1456,1
3657,1
3208,0
3221,0
1178,1
2994,0
3563,1
3536,0
3211,0
91,1
2119,0
2865,0
3591,0
266,1
966,1
2564,0
1609,0
1576,0
2729,0
2380,0
1989,0
2453,1
3323,0
3582,0
667,1
2332,0
2297,0
1405,1
2747,1
1402,1
180,1
1541,0
3087,0
2200,0
1239,0
3490,0
1285,0
1625,1
2248,1
343,1
2405,0
1675,0
2503,0
655,1
2188,0
1701,0
1500,0
2444,0
2138,0
908,1
1965,0
1829,1
3463,1
2156,0
197,1
2959,0
3257,1
2075,0
990,1
3408,1
2683,0
2338,1
3063,0
3378,1
2785,0
1864,0
3596,0
493,1
1819,0
423,1
3272,1
442,1
742,1
105,1
1919,0
1295,0
2583,0
626,0
3615,0
1649,0
2928,0
2719,0
3426,0
581,0
1621,0
1816,0
3649,0
1319,1
867,1
726,1
3385,0
831,1
3303,1
2127,0
1737,0
2611,0
2388,0
186,0
2700,0
80,0
624,0
2800,0
815,1
3589,0
3404,1
1626,0
1678,0
3547,1
2163,0
2232,1
652,1
2209,1
236,1
2488,0
1750,0
3179,0
1565,0
2484,0
2266,0
1994,0
471,1
2500,0
1894,1
2775,0
1432,1
1317,1
2151,0
239,1
1758,0
2046,0
2018,0
959,1
1118,1
3461,0
1587,1
2828,0
948,1
3287,0
814,1
1002,1
650,1
2366,0
3242,0
1992,0
3478,1
3467,0
3593,1
2870,0
1549,0
1210,1
1523,0
3438,0
2895,0
2675,0
1310,1
428,1
1469,1
2549,0
1045,1
1759,1
141,0
2547,0
659,1
2653,1
1496,0
3489,0
3136,0
2219,0
2879,0
612,1
2836,0
3401,0
685,1
1382,1
1683,0
3579,0
3440,1
622,0
738,0
805,1
3528,0
1896,1
2969,1
1936,0
1912,0
933,1
1032,1
477,1
3639,0
407,0
3518,0
1761,0
746,1
2028,0
1627,0
956,1
787,1
1445,1
561,0
2324,0
2590,0
365,1
1420,1
2905,0
672,1
3124,0
3307,0
3050,0
252,0
2600,0
3246,0
2093,1
2024,0
891,1
2568,1
1268,0
2439,1
3104,0
3468,0
1757,0
410,1
2340,0
3083,0
2437,0
2106,0
1530,0
1084,1
2315,0
3545,1
3044,0
2966,0
1703,0
3079,0
766,1
1562,1
1747,0
2854,0
1727,0
3437,1
3060,0
1171,1
2058,0
594,1
144,0
1672,0
1927,0
1538,0
1949,1
75,1
2911,0
1441,1
484,1
156,1
2907,0
2693,0
2555,0
1888,0
2531,0
2216,0
3005,0
2558,0
2293,0
1394,0
198,1
1212,1
2829,0
1764,0
2769,0
562,1
704,1
3013,0
1978,0
220,1
2177,0
176,1
1624,0
1774,0
1995,0
2414,0
2593,0
1687,1
2392,0
521,1
211,1
